metric,policy,run,table,source_log,line,avg,avg_speed,completed,completed_at,count,delivery,distance,dynamic_environment,experiment_label,experiment_mode,first_period,hybrid_distance_weight,hybrid_wait_weight,map_id,max_completed,max_period,max_sim_time,min_period,rate,repeat,requested_at,return,seed,stop_delay,time,total,wait
wait_time,FIFO,1,T1,FIFO-1.log,37,5.79s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,5.79s
delivery_time,FIFO,1,T1,FIFO-1.log,38,,,,,,5.76s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,FIFO,FIFO-1,T1,FIFO-1.log,46,,,,12.86,1,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,5.02,,1001,5,,7.84s,
return_time,FIFO,1,T1,FIFO-1.log,58,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,4.67s,1001,5,,,
success_rate,FIFO,1,,FIFO-1.log,59,,,1,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,1,
mission,FIFO,1,,FIFO-1.log,60,,0.016,,,,,0.199,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,12.45s,,
wait_time,FIFO,1,T2,FIFO-1.log,94,4.18s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,2.56s
delivery_time,FIFO,1,T2,FIFO-1.log,95,,,,,,2.53s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,FIFO,FIFO-1,T2,FIFO-1.log,103,,,,42.24,2,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,37.63,,1001,5,,4.61s,
return_time,FIFO,1,T2,FIFO-1.log,113,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,2.53s,1001,5,,,
success_rate,FIFO,1,,FIFO-1.log,114,,,2,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,2,
mission,FIFO,1,,FIFO-1.log,115,,0.000,,,,,0.004,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,7.07s,,
wait_time,FIFO,1,T1,FIFO-1.log,174,5.32s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,7.62s
delivery_time,FIFO,1,T1,FIFO-1.log,175,,,,,,7.58s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,FIFO,FIFO-1,T1,FIFO-1.log,183,,,,80.93,3,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,71.26,,1001,5,,9.66s,
return_time,FIFO,1,T1,FIFO-1.log,195,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,4.80s,1001,5,,,
success_rate,FIFO,1,,FIFO-1.log,196,,,3,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,3,
mission,FIFO,1,,FIFO-1.log,197,,0.011,,,,,0.163,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,14.40s,,
wait_time,FIFO,1,T4,FIFO-1.log,228,5.02s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,4.13s
delivery_time,FIFO,1,T4,FIFO-1.log,229,,,,,,4.10s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,FIFO,FIFO-1,T4,FIFO-1.log,237,,,,108.00,4,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,101.82,,1001,5,,6.18s,
return_time,FIFO,1,T4,FIFO-1.log,257,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,5.76s,1001,5,,,
success_rate,FIFO,1,,FIFO-1.log,258,,,4,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,4,
mission,FIFO,1,,FIFO-1.log,259,,0.021,,,,,0.254,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,11.87s,,
wait_time,FIFO,1,T4,FIFO-1.log,296,4.90s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,4.38s
delivery_time,FIFO,1,T4,FIFO-1.log,297,,,,,,4.35s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,FIFO,FIFO-1,T4,FIFO-1.log,305,,,,141.12,5,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,134.69,,1001,5,,6.43s,
return_time,FIFO,1,T4,FIFO-1.log,324,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,6.02s,1001,5,,,
success_rate,FIFO,1,,FIFO-1.log,325,,,5,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,5,
mission,FIFO,1,,FIFO-1.log,326,,0.013,,,,,0.163,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,12.38s,,
wait_time,FIFO,1,T5,FIFO-1.log,364,5.09s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,6.08s
delivery_time,FIFO,1,T5,FIFO-1.log,365,,,,,,6.05s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,FIFO,FIFO-1,T5,FIFO-1.log,371,,,,175.04,6,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,166.91,,1001,5,,8.13s,
return_time,FIFO,1,T5,FIFO-1.log,396,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,9.73s,1001,5,,,
success_rate,FIFO,1,,FIFO-1.log,397,,,6,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,6,
mission,FIFO,1,,FIFO-1.log,398,,0.020,,,,,0.352,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,17.79s,,
wait_time,FIFO,1,T4,FIFO-1.log,428,4.94s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,4.00s
delivery_time,FIFO,1,T4,FIFO-1.log,429,,,,,,3.97s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,FIFO,FIFO-1,T4,FIFO-1.log,437,,,,204.48,7,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,198.43,,1001,5,,6.05s,
return_time,FIFO,1,T4,FIFO-1.log,456,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,5.82s,1001,5,,,
success_rate,FIFO,1,,FIFO-1.log,457,,,7,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,7,
mission,FIFO,1,,FIFO-1.log,458,,0.014,,,,,0.171,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,11.81s,,
wait_time,FIFO,1,T2,FIFO-1.log,493,4.68s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,2.88s
delivery_time,FIFO,1,T2,FIFO-1.log,494,,,,,,2.85s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,FIFO,FIFO-1,T2,FIFO-1.log,502,,,,236.19,8,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,231.26,,1001,5,,4.93s,
return_time,FIFO,1,T2,FIFO-1.log,509,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,0.03s,1001,5,,,
success_rate,FIFO,1,,FIFO-1.log,510,,,8,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,8,
mission,FIFO,1,,FIFO-1.log,511,,0.020,,,,,0.096,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,4.90s,,
wait_time,FIFO,1,T1,FIFO-1.log,551,4.37s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,1.92s
delivery_time,FIFO,1,T1,FIFO-1.log,552,,,,,,1.89s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,FIFO,FIFO-1,T1,FIFO-1.log,558,,,,266.34,9,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,262.37,,1001,5,,3.97s,
return_time,FIFO,1,T1,FIFO-1.log,572,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,4.86s,1001,5,,,
success_rate,FIFO,1,,FIFO-1.log,573,,,9,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,9,
mission,FIFO,1,,FIFO-1.log,574,,0.017,,,,,0.152,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,8.77s,,
wait_time,FIFO,1,T6,FIFO-1.log,625,5.64s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,17.06s
delivery_time,FIFO,1,T6,FIFO-1.log,626,,,,,,17.02s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,FIFO,FIFO-1,T6,FIFO-1.log,632,,,,306.78,10,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,1,287.68,,1001,5,,19.10s,
wait_time,FIFO,2,T5,FIFO-2.log,37,5.70s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,5.70s
delivery_time,FIFO,2,T5,FIFO-2.log,38,,,,,,5.66s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,FIFO,FIFO-2,T5,FIFO-2.log,46,,,,12.77,1,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,5.02,,1002,5,,7.74s,
return_time,FIFO,2,T5,FIFO-2.log,59,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,5.89s,1002,5,,,
success_rate,FIFO,2,,FIFO-2.log,60,,,1,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,2,,,1002,5,,1,
mission,FIFO,2,,FIFO-2.log,61,,0.024,,,,,0.328,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,13.57s,,
wait_time,FIFO,2,T2,FIFO-2.log,94,5.07s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,4.45s
delivery_time,FIFO,2,T2,FIFO-2.log,95,,,,,,4.42s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,FIFO,FIFO-2,T2,FIFO-2.log,101,,,,42.50,2,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,36.00,,1002,5,,6.50s,
return_time,FIFO,2,T2,FIFO-2.log,115,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,5.28s,1002,5,,,
success_rate,FIFO,2,,FIFO-2.log,116,,,2,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,2,,,1002,5,,2,
mission,FIFO,2,,FIFO-2.log,117,,0.015,,,,,0.181,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,11.71s,,
wait_time,FIFO,2,T3,FIFO-2.log,168,9.25s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,17.60s
delivery_time,FIFO,2,T3,FIFO-2.log,169,,,,,,17.57s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,FIFO,FIFO-2,T3,FIFO-2.log,175,,,,82.11,3,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,62.46,,1002,5,,19.65s,
return_time,FIFO,2,T3,FIFO-2.log,212,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,18.37s,1002,5,,,
success_rate,FIFO,2,,FIFO-2.log,213,,,3,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,2,,,1002,5,,3,
mission,FIFO,2,,FIFO-2.log,214,,0.028,,,,,1.051,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,37.95s,,
wait_time,FIFO,2,T6,FIFO-2.log,248,13.15s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,24.86s
delivery_time,FIFO,2,T6,FIFO-2.log,249,,,,,,16.74s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,FIFO,FIFO-2,T6,FIFO-2.log,257,,,,119.23,4,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,92.32,,1002,5,,26.91s,
return_time,FIFO,2,T6,FIFO-2.log,291,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,17.50s,1002,5,,,
success_rate,FIFO,2,,FIFO-2.log,292,,,4,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,2,,,1002,5,,4,
mission,FIFO,2,,FIFO-2.log,293,,0.030,,,,,1.082,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,36.26s,,
wait_time,FIFO,2,T1,FIFO-2.log,309,14.18s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,18.30s
delivery_time,FIFO,2,T1,FIFO-2.log,310,,,,,,4.77s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,FIFO,FIFO-2,T1,FIFO-2.log,318,,,,143.52,5,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,123.17,,1002,5,,20.35s,
return_time,FIFO,2,T1,FIFO-2.log,330,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,4.74s,1002,5,,,
success_rate,FIFO,2,,FIFO-2.log,331,,,5,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,2,,,1002,5,,5,
mission,FIFO,2,,FIFO-2.log,332,,0.022,,,,,0.252,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,11.52s,,
wait_time,FIFO,2,T4,FIFO-2.log,354,12.51s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,4.13s
delivery_time,FIFO,2,T4,FIFO-2.log,355,,,,,,4.10s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,FIFO,FIFO-2,T4,FIFO-2.log,363,,,,161.44,6,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,155.26,,1002,5,,6.18s,
return_time,FIFO,2,T4,FIFO-2.log,383,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,5.73s,1002,5,,,
success_rate,FIFO,2,,FIFO-2.log,384,,,6,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,2,,,1002,5,,6,
mission,FIFO,2,,FIFO-2.log,385,,0.021,,,,,0.253,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,11.84s,,
wait_time,FIFO,2,T2,FIFO-2.log,418,11.14s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,2.94s
delivery_time,FIFO,2,T2,FIFO-2.log,419,,,,,,2.91s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,FIFO,FIFO-2,T2,FIFO-2.log,427,,,,190.37,7,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,185.38,,1002,5,,4.99s,
return_time,FIFO,2,T2,FIFO-2.log,442,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,1.12s,1002,5,,,
success_rate,FIFO,2,,FIFO-2.log,443,,,7,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,2,,,1002,5,,7,
mission,FIFO,2,,FIFO-2.log,444,,0.016,,,,,0.099,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,6.05s,,
wait_time,FIFO,2,T1,FIFO-2.log,487,10.16s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,3.26s
delivery_time,FIFO,2,T1,FIFO-2.log,488,,,,,,3.23s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,FIFO,FIFO-2,T1,FIFO-2.log,496,,,,217.95,8,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,212.64,,1002,5,,5.31s,
return_time,FIFO,2,T1,FIFO-2.log,507,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,4.83s,1002,5,,,
success_rate,FIFO,2,,FIFO-2.log,508,,,8,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,2,,,1002,5,,8,
mission,FIFO,2,,FIFO-2.log,509,,0.018,,,,,0.179,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,10.08s,,
wait_time,FIFO,2,T5,FIFO-2.log,546,9.68s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,5.86s
delivery_time,FIFO,2,T5,FIFO-2.log,547,,,,,,5.82s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,FIFO,FIFO-2,T5,FIFO-2.log,555,,,,249.76,9,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,241.86,,1002,5,,7.90s,
return_time,FIFO,2,T5,FIFO-2.log,568,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,6.27s,1002,5,,,
success_rate,FIFO,2,,FIFO-2.log,569,,,9,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,2,,,1002,5,,9,
mission,FIFO,2,,FIFO-2.log,570,,0.025,,,,,0.357,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,14.11s,,
wait_time,FIFO,2,T2,FIFO-2.log,602,9.16s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,4.45s
delivery_time,FIFO,2,T2,FIFO-2.log,603,,,,,,4.42s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,FIFO,FIFO-2,T2,FIFO-2.log,609,,,,278.94,10,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,2,272.45,,1002,5,,6.50s,
wait_time,FIFO,3,T4,FIFO-3.log,35,2.88s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,2.88s
delivery_time,FIFO,3,T4,FIFO-3.log,36,,,,,,2.85s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,
total_time,FIFO,FIFO-3,T4,FIFO-3.log,44,,,,9.95,1,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,5.02,,1003,5,,4.93s,
return_time,FIFO,3,T4,FIFO-3.log,63,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,5.79s,1003,5,,,
success_rate,FIFO,3,,FIFO-3.log,64,,,1,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,3,,,1003,5,,1,
mission,FIFO,3,,FIFO-3.log,65,,0.019,,,,,0.206,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,10.66s,,
wait_time,FIFO,3,T2,FIFO-3.log,99,2.88s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,2.88s
delivery_time,FIFO,3,T2,FIFO-3.log,100,,,,,,2.85s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,
total_time,FIFO,FIFO-3,T2,FIFO-3.log,108,,,,40.54,2,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,35.62,,1003,5,,4.93s,
return_time,FIFO,3,T2,FIFO-3.log,123,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,1.09s,1003,5,,,
success_rate,FIFO,3,,FIFO-3.log,124,,,2,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,3,,,1003,5,,2,
mission,FIFO,3,,FIFO-3.log,125,,0.017,,,,,0.099,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,5.95s,,
wait_time,FIFO,3,T4,FIFO-3.log,177,4.27s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,7.04s
delivery_time,FIFO,3,T4,FIFO-3.log,178,,,,,,7.01s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,
total_time,FIFO,FIFO-3,T4,FIFO-3.log,186,,,,76.93,3,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,67.84,,1003,5,,9.09s,
return_time,FIFO,3,T4,FIFO-3.log,205,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,5.63s,1003,5,,,
success_rate,FIFO,3,,FIFO-3.log,206,,,3,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,3,,,1003,5,,3,
mission,FIFO,3,,FIFO-3.log,207,,0.017,,,,,0.256,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,14.66s,,
wait_time,FIFO,3,T4,FIFO-3.log,247,4.56s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,5.44s
delivery_time,FIFO,3,T4,FIFO-3.log,248,,,,,,5.41s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,
total_time,FIFO,FIFO-3,T4,FIFO-3.log,256,,,,105.73,4,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,98.24,,1003,5,,7.49s,
return_time,FIFO,3,T4,FIFO-3.log,269,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,4.42s,1003,5,,,
success_rate,FIFO,3,,FIFO-3.log,270,,,4,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,3,,,1003,5,,4,
mission,FIFO,3,,FIFO-3.log,271,,0.012,,,,,0.142,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,11.84s,,
wait_time,FIFO,3,T3,FIFO-3.log,328,7.32s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,18.37s
delivery_time,FIFO,3,T3,FIFO-3.log,329,,,,,,18.34s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,
total_time,FIFO,FIFO-3,T3,FIFO-3.log,337,,,,143.94,5,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,123.52,,1003,5,,20.42s,
return_time,FIFO,3,T3,FIFO-3.log,372,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,17.70s,1003,5,,,
success_rate,FIFO,3,,FIFO-3.log,373,,,5,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,3,,,1003,5,,5,
mission,FIFO,3,,FIFO-3.log,374,,0.029,,,,,1.104,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,38.05s,,
wait_time,FIFO,3,T5,FIFO-3.log,391,9.29s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,19.10s
delivery_time,FIFO,3,T5,FIFO-3.log,392,,,,,,6.69s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,
total_time,FIFO,FIFO-3,T5,FIFO-3.log,400,,,,170.34,6,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,149.18,,1003,5,,21.15s,
return_time,FIFO,3,T5,FIFO-3.log,413,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,5.98s,1003,5,,,
success_rate,FIFO,3,,FIFO-3.log,414,,,6,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,3,,,1003,5,,6,
mission,FIFO,3,,FIFO-3.log,415,,0.020,,,,,0.298,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,14.69s,,
wait_time,FIFO,3,T1,FIFO-3.log,434,8.59s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,4.42s
delivery_time,FIFO,3,T1,FIFO-3.log,435,,,,,,4.38s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,
total_time,FIFO,FIFO-3,T1,FIFO-3.log,443,,,,185.18,7,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,178.72,,1003,5,,6.46s,
return_time,FIFO,3,T1,FIFO-3.log,454,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,4.32s,1003,5,,,
success_rate,FIFO,3,,FIFO-3.log,455,,,7,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,3,,,1003,5,,7,
mission,FIFO,3,,FIFO-3.log,456,,0.021,,,,,0.229,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,10.72s,,
wait_time,FIFO,3,T3,FIFO-3.log,547,10.31s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,22.37s
delivery_time,FIFO,3,T3,FIFO-3.log,548,,,,,,22.34s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,
total_time,FIFO,FIFO-3,T3,FIFO-3.log,554,,,,237.12,8,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,212.70,,1003,5,,24.42s,
return_time,FIFO,3,T3,FIFO-3.log,677,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,34.75s,1003,5,,,
success_rate,FIFO,3,,FIFO-3.log,678,,,8,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,3,,,1003,5,,8,
mission,FIFO,3,,FIFO-3.log,679,,0.022,,,,,1.280,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,59.10s,,
wait_time,FIFO,3,T5,FIFO-3.log,699,12.96s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,34.14s
delivery_time,FIFO,3,T5,FIFO-3.log,700,,,,,,5.82s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,
total_time,FIFO,FIFO-3,T5,FIFO-3.log,708,,,,279.71,9,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,243.52,,1003,5,,36.19s,
return_time,FIFO,3,T5,FIFO-3.log,721,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,6.27s,1003,5,,,
success_rate,FIFO,3,,FIFO-3.log,722,,,9,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,3,,,1003,5,,9,
mission,FIFO,3,,FIFO-3.log,723,,0.026,,,,,0.361,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,14.11s,,
wait_time,FIFO,3,T1,FIFO-3.log,738,13.12s,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,14.59s
